Title,Genre,Rating,Runtime,Sales,Language,Age Rating,Director,Cast1,Cast2,Cast3,Cast4,Country of Origin
4.1 Miles,"Documentary, Short",7.6,26   minutes,NIL,"Greek, English, Arabic, Dari",Add content advisory,Daphne Matziaraki,Daphne Matziaraki,NIL,NIL,NIL,NIL
Joe's Violin,"Documentary, Short",7.2,24   minutes,NIL,English,Add content advisory,Kahane Cooperman,Kahane Cooperman,NIL,NIL,NIL,NIL
Watani: My Homeland,Documentary,7.3,1   hour   16   minutes,NIL,"Arabic, English",Add content advisory,Marcel Mettelsiefen,Kahane Cooperman,NIL,NIL,NIL,NIL
The White Helmets,"Documentary, Short",7.5,41   minutes,NIL,"Arabic, English",PG13,Orlando von Einsiedel,Orlando von Einsiedel,NIL,NIL,NIL,NIL
Hell or High Water,Action,5.3,NIL,NIL,English,Add content advisory,Paul T.T. Easter,Lesley Easter,Paul T.T. Easter,Wayne Philips,NIL,NIL
Land of Mine,NIL,NIL,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
A Man Called Ove,"Biography, Crime",6.5,1   hour   38   minutes,90630,Portuguese,Parents guide,Henrique Goldman,Marco Pigossi,Fabiula Nascimento,André Mattos,NIL,Brazil
The Salesman,Drama,7.7,2   hours   4   minutes,6953604,"Persian, English",PG,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Mina Sadati,NIL,"Iran, France"
Tanna,"Comedy, Talk-Show",7.7,30   minutes,NIL,English,Add content advisory,John Kerwin,Shahab Hosseini,Taraneh Alidoosti,Mina Sadati,NIL,NIL
Toni Erdmann,"Comedy, Drama",7.3,2   hours   42   minutes,11784207,"German, English, Romanian",M18,Maren Ade,Sandra Hüller,Peter Simonischek,Michael Wittenborn,NIL,"Germany, Austria, Monaco, Romania, France, Switzerland"
A Man Called Ove,"Biography, Crime",6.5,1   hour   38   minutes,90630,Portuguese,Parents guide,Henrique Goldman,Marco Pigossi,Fabiula Nascimento,André Mattos,NIL,Brazil
Star Trek Beyond,"Action, Adventure",7,2   hours   2   minutes,343471816,English,PG13,Justin Lin,Chris Pine,Zachary Quinto,Karl Urban,NIL,"United States, China"
Suicide Squad,"Action, Adventure",5.9,2   hours   3   minutes,746846894,"English, Japanese, Spanish",PG13,David Ayer,Will Smith,Jared Leto,Margot Robbie,NIL,United States
Jackie,"Crime, Drama",7.7,52   minutes,NIL,"English, Hindi, Chinese, Tagalog, Polish, Arabic, German, Greek",Not Rated,Andrew Anastasios,Andrew Anastasios,Matt Cameron,Andrew Knight,NIL,NIL
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
Passengers,Short,6.5,1   minute,NIL,English,Add content advisory,Jon Spaihts,Amy Chou,NIL,NIL,NIL,NIL
Trolls,"Animation, Adventure",6.4,1   hour   32   minutes,347182886,English,PG,Mike Mitchell,Anna Kendrick,Justin Timberlake,Zooey Deschanel,NIL,United States
Jim: The James Foley Story,"Documentary, Biography",7.6,1   hour   51   minutes,8236,English,PG13,Brian Oakes,James Foley,Unai Aranzadi,Zac Baillie,NIL,United States
Moana,NIL,NIL,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
Hell or High Water,Action,5.3,NIL,NIL,English,Add content advisory,Paul T.T. Easter,Lesley Easter,Paul T.T. Easter,Wayne Philips,NIL,NIL
Hidden Figures,"Biography, Drama",7.8,2   hours   7   minutes,235956898,English,PG,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,NIL,United States
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
"Hail, Caesar!","Comedy, Drama",6.3,1   hour   46   minutes,63945241,English,PG,Ethan Coen,Josh Brolin,George Clooney,Alden Ehrenreich,NIL,"United States, United Kingdom, Japan"
Passengers,Short,6.5,1   minute,NIL,English,Add content advisory,Jon Spaihts,Amy Chou,NIL,NIL,NIL,NIL
Blind Vaysha,"Animation, Short",7.2,8   minutes,NIL,English,PG-13,Theodore Ushev,Caroline Dhavernas,NIL,NIL,NIL,NIL
Borrowed Time,"Short, Mystery",NIL,7   minutes,NIL,English,Add content advisory,Nikhil Iyengar,Nikhil Iyengar,NIL,NIL,NIL,NIL
Pear Cider and Cigarettes,"Animation, Short",6.8,35   minutes,NIL,English,R,Robert Valley,Robert Valley,NIL,NIL,NIL,NIL
Pearl,"Short, Drama",NIL,NIL,NIL,English,Add content advisory,Shelley Thompson,Robb Wells,Jennie Raymond,Michelle Raine,NIL,NIL
Piper,"Animation, Short",8.3,6   minutes,NIL,None,G,Alan Barillaro,Bui Quoc Huy Steve,NIL,NIL,NIL,NIL
Ennemis Intérieurs,"Short, Drama",6.9,27   minutes,NIL,French,PG,Selim Azzazi,Hassam Ghancy,Najib Oudghiri,Stéphane Perrichon,NIL,NIL
La Femme et le TGV,"Short, Biography",7,30   minutes,NIL,French,Add content advisory,Timo von Gunten,Jane Birkin,Julie Dray,Lucien Guignard,NIL,NIL
Silent Nights,"Short, Drama",5.4,30   minutes,NIL,"English, Danish",R,Aske Bang,Malene Beltoft Olsen,Prince Yaw Appiah,Vibeke Hastrup,NIL,NIL
Sing,"Animation, Comedy",7.1,1   hour   48   minutes,634338384,"English, Japanese, Ukrainian",PG,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,NIL,"Japan, United States"
Timecode,"Short, Drama",7.1,15   minutes,NIL,Spanish,Add content advisory,Juanjo Giménez Peña,Lali Ayguadé,Nicolas Ricchini,Vicente Gil,NIL,NIL
Deepwater Horizon,"Action, Drama",7.1,1   hour   47   minutes,121790373,English,PG13,Peter Berg,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,NIL,"United States, Hong Kong, China"
Sully,"Biography, Drama",7.4,1   hour   36   minutes,240797623,English,PG13,Clint Eastwood,Tom Hanks,Aaron Eckhart,Laura Linney,NIL,United States
Rogue One: A Star Wars Story,"Action, Adventure",7.8,2   hours   13   minutes,1056057720,English,PG,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,NIL,United States
13 Hours: The Secret Soldiers of Benghazi,"Action, Drama",7.3,2   hours   24   minutes,69411370,"English, Arabic",NC16,Michael Bay,John Krasinski,Pablo Schreiber,James Badge Dale,NIL,"United States, Malta, Morocco"
Deepwater Horizon,"Action, Drama",7.1,1   hour   47   minutes,121790373,English,PG13,Peter Berg,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,NIL,"United States, Hong Kong, China"
Doctor Strange,"Action, Adventure",7.5,1   hour   55   minutes,677796076,English,PG13,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,NIL,United States
The Jungle Book,"Adventure, Drama",7.4,1   hour   46   minutes,966554929,"English, Hindi, Bengali, Kannada, Telugu, Tamil, Assamese, Urdu, Oriya, Punjabi, Malayalam, Marathi, Rajasthani, Haryanvi, Nepali",PG,Jon Favreau,Neel Sethi,Bill Murray,Ben Kingsley,NIL,"United Kingdom, United States"
Kubo and the Two Strings,"Animation, Action",7.8,1   hour   41   minutes,76249438,English,PG,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,NIL,"United States, Japan"
Rogue One: A Star Wars Story,"Action, Adventure",7.8,2   hours   13   minutes,1056057720,English,PG,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,NIL,United States
Hidden Figures,"Biography, Drama",7.8,2   hours   7   minutes,235956898,English,PG,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,NIL,United States
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
Hell or High Water,Action,5.3,NIL,NIL,English,Add content advisory,Paul T.T. Easter,Lesley Easter,Paul T.T. Easter,Wayne Philips,NIL,NIL
The Lobster,Talk-Show,NIL,NIL,NIL,English,Add content advisory,Joe Saunders,Lesley Easter,Paul T.T. Easter,Wayne Philips,NIL,NIL
20th Century Women,"Comedy, Drama",7.3,1   hour   59   minutes,7214806,English,NC16,Mike Mills,Annette Bening,Elle Fanning,Greta Gerwig,NIL,United States
Call Me by Your Name,"Drama, Romance",7.9,2   hours   12   minutes,41888660,"English, Italian, French, German, Hebrew",R21,Luca Guadagnino,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,NIL,"Italy, France, United States, Brazil"
Phantom Thread,"Drama, Romance",7.4,2   hours   10   minutes,47775493,"English, French",NC16,Paul Thomas Anderson,Vicky Krieps,Daniel Day-Lewis,Lesley Manville,NIL,"United States, United Kingdom"
Get Out,"Animation, Short",9,33   minutes,NIL,English,TV-MA,Zach Hadel,Vicky Krieps,Daniel Day-Lewis,Lesley Manville,NIL,NIL
Darkest Hour,"Biography, Drama",7.4,2   hours   5   minutes,150847274,"English, French, German, Italian",PG,Joe Wright,Gary Oldman,Lily James,Kristin Scott Thomas,NIL,"United Kingdom, United States"
"Roman J. Israel, Esq.","Crime, Drama",6.5,2   hours   2   minutes,13025860,"English, Spanish, Armenian",PG13,Dan Gilroy,Denzel Washington,Colin Farrell,Carmen Ejogo,NIL,"Canada, United Arab Emirates, United States"
The Florida Project,Drama,7.6,1   hour   51   minutes,10954677,"English, Spanish, Portuguese",NC16,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,NIL,United States
"Three Billboards outside Ebbing, Missouri","Comedy, Crime",8.1,1   hour   55   minutes,160260573,English,NC16,Martin McDonagh,Frances McDormand,Woody Harrelson,Sam Rockwell,NIL,"United Kingdom, United States"
The Shape of Water,"Drama, Fantasy",7.3,2   hours   3   minutes,195333312,"<span class=""ipc-chip__text"" role=""presentation"">sign language</span>, English, American Sign Language, Russian, French",M18,Guillermo del Toro,Sally Hawkins,Octavia Spencer,Michael Shannon,NIL,"United States, Mexico"
All the Money in the World,"Biography, Crime",6.8,2   hours   12   minutes,56996304,"English, Italian, Arabic",NC16,Ridley Scott,Michelle Williams,Christopher Plummer,Mark Wahlberg,NIL,"United States, Italy, United Kingdom, China"
"I, Tonya","Biography, Comedy",7.5,1   hour   59   minutes,53939297,English,M18,Craig Gillespie,Margot Robbie,Sebastian Stan,Allison Janney,NIL,"United States, United Kingdom"
Lady Bird,"Comedy, Drama",7.4,1   hour   34   minutes,78986478,"English, Spanish",M18,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,United States
The Post,Drama,7.2,1   hour   56   minutes,180419276,English,PG13,Steven Spielberg,Meryl Streep,Tom Hanks,Sarah Paulson,NIL,"United States, United Kingdom"
Mudbound,"Drama, War",7.4,2   hours   14   minutes,85955,English,M18,Dee Rees,Jason Mitchell,Carey Mulligan,Jason Clarke,NIL,United States
Lady Bird,"Comedy, Drama",7.4,1   hour   34   minutes,78986478,"English, Spanish",M18,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,United States
The Boss Baby,"Animation, Adventure",6.3,1   hour   37   minutes,527965936,"English, Spanish",PG,Tom McGrath,Alec Baldwin,Steve Buscemi,Jimmy Kimmel,NIL,United States
The Breadwinner,"Animation, Drama",7.7,1   hour   34   minutes,2790214,English,PG,Nora Twomey,Saara Chaudry,Soma Chhaya,Noorin Gulamgaus,NIL,"Ireland, Canada, Luxembourg, United States"
Coco,"Drama, Musical",5.4,1   hour   46   minutes,NIL,English,NC16,RZA,John David Washington,Lucien Laviscount,Common,NIL,NIL
Ferdinand,"Animation, Adventure",6.7,1   hour   48   minutes,296069199,"English, Spanish, German",PG,Carlos Saldanha,John Cena,Kate McKinnon,Bobby Cannavale,NIL,United States
Loving Vincent,"Animation, Biography",7.8,1   hour   34   minutes,42187665,English,M18,Dorota Kobiela,Douglas Booth,Jerome Flynn,Robert Gulaczyk,NIL,"Poland, United Kingdom, United States, Switzerland, Netherlands"
Blade Runner 2049,"Action, Drama",8,2   hours   44   minutes,259352064,"English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish",M18,Denis Villeneuve,Harrison Ford,Ryan Gosling,Ana de Armas,NIL,"United States, United Kingdom, Canada, Spain"
Dunkirk,"Action, Drama",7.8,1   hour   46   minutes,527016307,"English, French, German",PG13,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,NIL,"United Kingdom, Netherlands, France, United States"
Mudbound,"Drama, War",7.4,2   hours   14   minutes,85955,English,M18,Dee Rees,Jason Mitchell,Carey Mulligan,Jason Clarke,NIL,United States
Beauty and the Beast,"Action, Adventure",6.7,1   hour,NIL,Spanish,Add content advisory,Juan Camilo Ferrand,Juan Camilo Ferrand,NIL,NIL,NIL,NIL
Victoria & Abdul,"Biography, Drama",6.8,1   hour   51   minutes,66558465,"English, Urdu, Hindi, Italian, Arabic",PG,Stephen Frears,Judi Dench,Ali Fazal,Tim Pigott-Smith,NIL,"United Kingdom, United States"
Lady Bird,"Comedy, Drama",7.4,1   hour   34   minutes,78986478,"English, Spanish",M18,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,United States
Abacus: Small Enough to Jail,"Documentary, News",8.3,1   hour,NIL,English,TV-PG,Steve James,Steve James,NIL,NIL,NIL,NIL
Faces Places,Documentary,7.8,1   hour   34   minutes,3996577,French,NC16,JR,Agnès Varda,JR,Jeannine Carpentier,NIL,France
Icarus,"Documentary, Sport",7.9,2   hours,NIL,"English, Russian",NC16,Bryan Fogel,Bryan Fogel,Dave Zabriskie,Don Catlin,NIL,NIL
Last Men in Aleppo,"Documentary, War",7.4,1   hour   44   minutes,14637,Arabic,NC16,Feras Fayyad,Khaled Umar Harah,Batul,Mahmoud,NIL,"Denmark, Syria"
Strong Island,"Documentary, Crime",6.4,1   hour   47   minutes,NIL,English,M18,Yance Ford,Yance Ford,NIL,NIL,NIL,NIL
Edith+Eddie,"Documentary, Short",7,29   minutes,NIL,English,TV-14,Laura Checkoway,Yance Ford,NIL,NIL,NIL,NIL
Heaven Is a Traffic Jam on the 405,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Heroin(e),Animation,6.6,NIL,NIL,Chinese,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
Knife Skills,"Documentary, Short",7.2,40   minutes,NIL,English,Add content advisory,Thomas Lennon,Yance Ford,NIL,NIL,NIL,NIL
Traffic Stop,"Documentary, Short",5.4,31   minutes,NIL,English,PG,Kate Davis,Yance Ford,NIL,NIL,NIL,NIL
Baby Driver,"Action, Crime",7.6,1   hour   53   minutes,226945087,"English, American Sign Language",NC16,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,NIL,"United Kingdom, United States"
A Fantastic Woman,Drama,7.2,1   hour   44   minutes,3839364,"Spanish, Chinese",M18,Sebastián Lelio,Daniela Vega,Francisco Reyes,Luis Gnecco,NIL,"Chile, Spain, Germany"
The Insult,"Crime, Drama",7.6,1   hour   53   minutes,3666236,Arabic,PG13,Ziad Doueiri,Adel Karam,Kamel El Basha,Camille Salameh,NIL,"France, Cyprus, Belgium, Lebanon, United States"
Loveless,Drama,7.6,2   hours   7   minutes,3917010,"Russian, Portuguese, Uzbek",R21,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,NIL,"Russia, France, Germany, Belgium"
On Body and Soul,"Drama, Fantasy",7.5,1   hour   56   minutes,2125413,Hungarian,Not Rated,Ildikó Enyedi,Alexandra Borbély,Géza Morcsányi,Réka Tenki,NIL,Hungary
The Square,"Comedy, Drama",7.2,2   hours   31   minutes,9493791,"Swedish, English, Danish",M18,Ruben Östlund,Claes Bang,Elisabeth Moss,Dominic West,NIL,"Sweden, Germany, France, Denmark"
Victoria & Abdul,"Biography, Drama",6.8,1   hour   51   minutes,66558465,"English, Urdu, Hindi, Italian, Arabic",PG,Stephen Frears,Judi Dench,Ali Fazal,Tim Pigott-Smith,NIL,"United Kingdom, United States"
Wonder,"Action, Adventure",7.4,2   hours   21   minutes,822854286,"English, German, Dutch, Flemish, French, Spanish, Chinese, Greek, Ancient (to 1453), North American Indian",PG,Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,NIL,United States
Star Wars: The Last Jedi,"Action, Adventure",6.9,2   hours   32   minutes,1332698830,English,PG,Rian Johnson,Daisy Ridley,John Boyega,Mark Hamill,NIL,United States
Mudbound,"Drama, War",7.4,2   hours   14   minutes,85955,English,M18,Dee Rees,Jason Mitchell,Carey Mulligan,Jason Clarke,NIL,United States
Marshall,"Biography, Crime",7.2,1   hour   58   minutes,10116816,English,NC16,Reginald Hudlin,Chadwick Boseman,Josh Gad,Kate Hudson,NIL,"United States, China, Hong Kong"
The Greatest Showman,"Biography, Drama",7.6,1   hour   45   minutes,436949634,English,PG,Michael Gracey,Hugh Jackman,Michelle Williams,Zac Efron,NIL,United States
Lady Bird,"Comedy, Drama",7.4,1   hour   34   minutes,78986478,"English, Spanish",M18,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,United States
The Post,Drama,7.2,1   hour   56   minutes,180419276,English,PG13,Steven Spielberg,Meryl Streep,Tom Hanks,Sarah Paulson,NIL,"United States, United Kingdom"
Beauty and the Beast,"Action, Adventure",6.7,1   hour,NIL,Spanish,Add content advisory,Juan Camilo Ferrand,Juan Camilo Ferrand,NIL,NIL,NIL,NIL
Dear Basketball,"Animation, Short",7.3,6   minutes,NIL,English,Not Rated,Glen Keane,Kobe Bryant,NIL,NIL,NIL,NIL
Garden Party,"Animation, Short",7.3,7   minutes,NIL,French,PG,Florian Babikian,Kobe Bryant,NIL,NIL,NIL,NIL
Lou,"Comedy, Drama",8.7,57   minutes,NIL,English,M18,Amy Sherman-Palladino,Amy Sherman-Palladino,NIL,NIL,NIL,NIL
Negative Space,"Animation, Short",7.4,5   minutes,NIL,English,Parents guide,Ru Kuwahata,Albert Birney,NIL,NIL,NIL,NIL
Revolting Rhymes,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
DeKalb Elementary,"Short, Drama",7.5,21   minutes,NIL,English,Add content advisory,Reed Van Dyk,Shinelle Azoroh,John Brockus,Michael Brown,NIL,NIL
The Eleven O'Clock,"Animation, Action",6.5,NIL,NIL,Japanese,Add content advisory,Brandon Potter,Shinelle Azoroh,John Brockus,Michael Brown,NIL,NIL
My Nephew Emmett,"Short, Drama",6.8,20   minutes,NIL,English,Not Rated,Kevin Wilson Jr.,L.B. Williams,Joshua Wright,Dane Rhodes,NIL,NIL
The Silent Child,"Short, Drama",7.7,20   minutes,NIL,"English, British Sign Language",Not Rated,Chris Overton,Rachel Fielding,Philip York,Rachel Shenton,NIL,NIL
Watu Wote/All of Us,"Short, Drama",7.4,22   minutes,NIL,"Swahili, Somali",Not Rated,Katja Benrath,Adelyne Wairimu,Abdiwali Farrah,Barkhad Abdirahman,NIL,NIL
Baby Driver,"Action, Crime",7.6,1   hour   53   minutes,226945087,"English, American Sign Language",NC16,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,NIL,"United Kingdom, United States"
Star Wars: The Last Jedi,"Action, Adventure",6.9,2   hours   32   minutes,1332698830,English,PG,Rian Johnson,Daisy Ridley,John Boyega,Mark Hamill,NIL,United States
Baby Driver,"Action, Crime",7.6,1   hour   53   minutes,226945087,"English, American Sign Language",NC16,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,NIL,"United Kingdom, United States"
Star Wars: The Last Jedi,"Action, Adventure",6.9,2   hours   32   minutes,1332698830,English,PG,Rian Johnson,Daisy Ridley,John Boyega,Mark Hamill,NIL,United States
Guardians of the Galaxy Vol. 2,"Action, Adventure",7.6,2   hours   16   minutes,863756051,English,PG13,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,NIL,United States
Kong: Skull Island,"Action, Adventure",6.6,1   hour   58   minutes,566652812,"English, Vietnamese",PG13,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,NIL,"United States, China"
Star Wars: The Last Jedi,"Action, Adventure",6.9,2   hours   32   minutes,1332698830,English,PG,Rian Johnson,Daisy Ridley,John Boyega,Mark Hamill,NIL,United States
War for the Planet of the Apes,"Action, Adventure",7.4,2   hours   20   minutes,490719763,"English, American Sign Language",PG,Matt Reeves,Andy Serkis,Woody Harrelson,Steve Zahn,NIL,United States
The Disaster Artist,"Biography, Comedy",7.3,1   hour   44   minutes,29820616,English,M18,James Franco,James Franco,Dave Franco,Ari Graynor,NIL,United States
Logan,"Action, Drama",8.1,2   hours   17   minutes,619179950,"English, Spanish",M18,James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,NIL,United States
Molly's Game,"Biography, Crime",7.4,2   hours   20   minutes,59284015,English,NC16,Aaron Sorkin,Jessica Chastain,Idris Elba,Kevin Costner,NIL,"China, Canada, United States"
Mudbound,"Drama, War",7.4,2   hours   14   minutes,85955,English,M18,Dee Rees,Jason Mitchell,Carey Mulligan,Jason Clarke,NIL,United States
The Big Sick,"Comedy, Drama",7.5,2   hours,56411585,"English, Urdu",NC16,Michael Showalter,Kumail Nanjiani,Zoe Kazan,Holly Hunter,NIL,United States
Lady Bird,"Comedy, Drama",7.4,1   hour   34   minutes,78986478,"English, Spanish",M18,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,United States
Vice,NIL,6.9,NIL,NIL,"English, Spanish",Add content advisory,Gianna Toboni,Saoirse Ronan,Laurie Metcalf,Tracy Letts,NIL,NIL
A Star Is Born,"Drama, Music",7.6,2   hours   16   minutes,436233122,English,M18,Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,NIL,United States
